Episode,Time,Character,Type of Roll,Total Value,Natural Value,Crit?,Damage,Kill #,Notes
114,5:15:00,Scanlan,Charisma Save,30,18,,,,Against Banishment with advantage
114,5:16:42,Scanlan,Charisma Save,Unknown,Unknown,,,,Disregarded due to advantage
114,5:16:42,Scanlan,Charisma Save,18,6,,,,"Against Banishment with advantage, Scanlan is banished"
114,5:16:42,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
114,5:16:42,Grog,Attack,25,11,,,,Titanstonke Knuckles Reckless
114,5:17:51,Grog,Damage,11,,,11 to Vecna,,
114,5:18:19,Grog,Attack,36,19,Y,,,Sword of Kas Reckless
114,5:18:19,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
114,5:19:01,Grog,Damage,58,,,58 to Vecna,,
114,5:20:38,Vex'ahlia,Healing,12,,,,,"Cure Wounds (3rd), Percy heals 12 Points"
114,5:20:56,Vex'ahlia,Healing,15,,,,,"Greater Healing Potion, Vex'ahlia heals 15 points"
114,5:30:07,Grog,Strength Save,Unknown,Unknown,,,,Disregarded due to advantage
114,5:30:07,Grog,Strength Save,22,8,,23 to Grog,,With advantage and Arkan's Aura of Protection (+4)
114,5:30:13,Arkhan,Strength Save,17,12,,23 to Arkhan,,
